,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
29081,8001,Female,disloyal Customer,28,Business travel,Business,402,1,1,1,5,1,1,1,1,5,4,4,4,4,1,0,0.0,neutral or dissatisfied
29082,29334,Female,Loyal Customer,69,Personal Travel,Eco,933,4,4,5,4,3,4,4,4,4,5,5,4,4,3,0,20.0,neutral or dissatisfied
29083,19497,Female,Loyal Customer,35,Business travel,Eco,508,5,4,2,4,5,5,5,5,3,4,4,1,2,5,0,0.0,satisfied
29084,37606,Male,Loyal Customer,8,Personal Travel,Eco,828,2,5,2,1,1,2,1,1,3,5,4,3,5,1,24,16.0,neutral or dissatisfied
29085,16353,Male,Loyal Customer,11,Personal Travel,Eco,160,1,4,1,2,2,1,1,2,3,5,4,3,4,2,20,4.0,neutral or dissatisfied
29086,119567,Female,Loyal Customer,31,Business travel,Business,814,4,4,2,4,5,5,5,5,3,5,4,3,4,5,0,0.0,satisfied
29087,93005,Male,disloyal Customer,23,Business travel,Business,1524,0,0,0,4,4,0,4,4,4,4,5,5,5,4,0,0.0,satisfied
29088,126633,Female,Loyal Customer,49,Business travel,Business,602,3,3,3,3,3,5,4,4,4,4,4,4,4,3,0,7.0,satisfied
29089,109097,Female,Loyal Customer,27,Personal Travel,Eco,781,1,4,2,5,5,2,1,5,4,1,4,1,5,5,23,21.0,neutral or dissatisfied
29090,115885,Male,disloyal Customer,29,Business travel,Eco,373,3,2,4,4,2,4,2,2,1,1,3,4,4,2,27,34.0,neutral or dissatisfied
29091,13535,Male,Loyal Customer,60,Business travel,Business,106,4,1,2,1,5,3,3,2,2,2,4,4,2,3,0,0.0,neutral or dissatisfied
29092,26977,Female,Loyal Customer,29,Business travel,Eco,867,5,2,2,2,5,5,5,5,1,4,5,1,5,5,0,0.0,satisfied
29093,123316,Male,Loyal Customer,44,Business travel,Eco Plus,328,2,1,1,1,2,2,2,2,2,3,3,2,4,2,0,0.0,neutral or dissatisfied
29094,27496,Male,Loyal Customer,57,Business travel,Business,2173,2,2,2,2,2,3,3,2,2,2,2,3,2,3,0,0.0,neutral or dissatisfied
29095,81656,Female,Loyal Customer,57,Business travel,Business,2047,2,2,2,2,5,5,5,4,4,4,4,5,4,5,0,12.0,satisfied
29096,113681,Female,Loyal Customer,39,Personal Travel,Eco,386,3,2,3,3,3,3,3,3,1,2,4,4,3,3,0,0.0,neutral or dissatisfied
29097,31846,Female,disloyal Customer,42,Business travel,Eco,1163,4,4,4,4,4,4,4,4,4,4,4,4,3,4,12,1.0,neutral or dissatisfied
29098,74584,Male,Loyal Customer,10,Business travel,Business,1431,3,1,1,1,3,3,3,3,2,1,4,2,3,3,0,0.0,neutral or dissatisfied
29099,38710,Female,Loyal Customer,28,Business travel,Eco,2583,5,2,2,2,5,5,5,5,1,5,4,4,5,5,8,0.0,satisfied
29100,43041,Female,Loyal Customer,26,Business travel,Business,236,2,4,4,4,2,3,2,2,2,1,3,3,3,2,0,0.0,neutral or dissatisfied
29101,16660,Female,Loyal Customer,47,Business travel,Eco,488,4,2,2,2,5,4,3,4,4,4,4,1,4,1,0,9.0,neutral or dissatisfied
29102,86541,Female,Loyal Customer,41,Personal Travel,Eco,762,1,5,1,1,3,1,4,3,5,3,5,3,5,3,0,0.0,neutral or dissatisfied
29103,87497,Female,Loyal Customer,44,Business travel,Business,3339,3,5,5,5,3,4,3,3,3,2,3,1,3,2,28,22.0,neutral or dissatisfied
29104,98632,Female,Loyal Customer,50,Business travel,Eco,861,4,5,5,5,2,3,4,4,4,4,4,1,4,1,0,0.0,neutral or dissatisfied
29105,100126,Female,Loyal Customer,51,Business travel,Business,1857,1,1,1,1,2,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
29106,84865,Male,Loyal Customer,41,Personal Travel,Eco,534,3,5,3,3,5,3,5,5,5,3,5,3,5,5,6,0.0,neutral or dissatisfied
29107,19917,Female,disloyal Customer,25,Business travel,Eco,343,3,1,3,4,2,3,2,2,2,5,3,2,3,2,0,0.0,neutral or dissatisfied
29108,7932,Female,Loyal Customer,61,Personal Travel,Eco Plus,864,2,4,2,5,2,4,4,1,1,2,1,4,1,5,0,10.0,neutral or dissatisfied
29109,123900,Female,Loyal Customer,54,Personal Travel,Eco,544,2,4,2,3,2,4,3,3,3,2,3,2,3,2,0,0.0,neutral or dissatisfied
29110,95280,Female,Loyal Customer,60,Personal Travel,Eco,239,3,3,3,3,2,2,3,4,4,3,4,3,4,2,39,36.0,neutral or dissatisfied
29111,23082,Female,Loyal Customer,44,Business travel,Business,864,4,4,4,4,5,3,4,4,4,4,4,4,4,2,1,0.0,satisfied
29112,94216,Male,Loyal Customer,41,Business travel,Business,248,1,1,1,1,3,4,5,5,5,5,5,3,5,3,12,12.0,satisfied
29113,104527,Female,Loyal Customer,28,Business travel,Business,1842,2,2,5,2,5,5,5,5,5,3,4,5,4,5,2,0.0,satisfied
29114,32935,Female,Loyal Customer,22,Personal Travel,Eco,84,3,4,3,3,2,3,2,2,4,4,4,4,5,2,0,2.0,neutral or dissatisfied
29115,119552,Male,Loyal Customer,35,Personal Travel,Eco,814,4,0,4,1,3,4,3,3,1,3,1,3,5,3,0,0.0,neutral or dissatisfied
29116,117337,Female,Loyal Customer,50,Business travel,Business,296,1,1,1,1,4,4,4,5,5,5,5,5,5,3,7,0.0,satisfied
29117,48697,Female,Loyal Customer,57,Business travel,Business,3811,4,2,2,2,4,3,3,4,4,4,4,1,4,1,19,6.0,neutral or dissatisfied
29118,87201,Male,Loyal Customer,55,Business travel,Business,946,3,3,3,3,4,5,4,2,2,2,2,5,2,3,0,0.0,satisfied
29119,99897,Male,Loyal Customer,48,Personal Travel,Eco,738,1,5,1,4,2,1,2,2,5,5,5,3,5,2,0,0.0,neutral or dissatisfied
29120,53279,Male,Loyal Customer,53,Business travel,Eco,811,4,5,5,5,4,4,4,4,2,3,5,2,3,4,9,0.0,satisfied
29121,34113,Female,Loyal Customer,32,Business travel,Eco,1046,4,5,5,5,4,4,4,4,3,4,4,3,1,4,0,0.0,satisfied
29122,21861,Female,Loyal Customer,37,Business travel,Eco,500,4,1,1,1,4,4,4,4,2,2,5,4,1,4,52,47.0,satisfied
29123,14703,Female,Loyal Customer,44,Business travel,Eco,419,5,3,2,3,1,1,4,5,5,5,5,4,5,2,0,0.0,satisfied
29124,52224,Male,disloyal Customer,33,Business travel,Eco,370,3,0,3,4,3,3,3,3,4,1,2,2,2,3,0,0.0,neutral or dissatisfied
29125,18005,Female,Loyal Customer,21,Business travel,Business,332,0,0,0,1,5,2,2,5,1,1,5,4,1,5,0,4.0,satisfied
29126,33147,Female,Loyal Customer,49,Personal Travel,Eco,201,1,2,1,2,1,3,3,2,2,1,2,2,2,4,0,0.0,neutral or dissatisfied
29127,127736,Female,Loyal Customer,41,Business travel,Business,3607,5,5,1,5,2,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
29128,9171,Female,Loyal Customer,52,Business travel,Business,416,5,5,5,5,5,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
29129,8317,Female,Loyal Customer,52,Business travel,Eco Plus,335,3,5,5,5,3,3,3,3,3,3,3,4,3,1,0,0.0,neutral or dissatisfied
29130,63518,Male,Loyal Customer,22,Business travel,Business,3042,3,3,3,3,4,4,4,4,5,4,5,5,4,4,0,0.0,satisfied
29131,16994,Male,Loyal Customer,53,Business travel,Business,843,2,2,2,2,5,1,5,5,5,5,5,4,5,2,0,29.0,satisfied
29132,85920,Female,Loyal Customer,19,Personal Travel,Eco,674,3,5,2,1,4,2,3,4,4,3,4,3,4,4,0,0.0,neutral or dissatisfied
29133,99712,Female,Loyal Customer,68,Personal Travel,Eco,667,3,5,3,3,3,4,5,1,1,3,1,3,1,4,0,0.0,neutral or dissatisfied
29134,119668,Female,Loyal Customer,58,Personal Travel,Eco,507,5,5,5,3,3,5,4,4,4,5,4,5,4,3,4,0.0,satisfied
29135,124853,Male,Loyal Customer,54,Personal Travel,Eco,280,1,2,1,2,1,1,4,1,4,5,1,2,2,1,0,0.0,neutral or dissatisfied
29136,107582,Female,Loyal Customer,25,Personal Travel,Eco Plus,1521,2,2,2,3,5,2,5,5,2,2,3,4,3,5,47,41.0,neutral or dissatisfied
29137,28948,Male,Loyal Customer,58,Business travel,Eco,671,3,1,1,1,3,3,3,3,3,1,2,1,2,3,0,0.0,neutral or dissatisfied
29138,10068,Male,Loyal Customer,51,Personal Travel,Eco,596,3,2,3,4,2,3,2,2,4,2,4,4,4,2,0,38.0,neutral or dissatisfied
29139,85604,Female,Loyal Customer,38,Business travel,Business,192,3,3,3,3,3,2,2,1,1,1,3,3,1,1,0,0.0,neutral or dissatisfied
29140,45707,Female,Loyal Customer,43,Business travel,Eco,836,4,4,4,4,4,4,4,4,4,1,5,4,1,4,115,167.0,satisfied
29141,93716,Male,disloyal Customer,33,Business travel,Business,630,1,1,1,4,1,3,3,3,4,5,5,3,4,3,145,152.0,neutral or dissatisfied
29142,57366,Male,Loyal Customer,53,Personal Travel,Eco,414,1,0,2,5,1,2,1,1,4,4,4,4,5,1,10,0.0,neutral or dissatisfied
29143,25869,Female,Loyal Customer,28,Business travel,Eco Plus,692,2,3,3,3,2,2,2,2,1,2,2,4,2,2,0,0.0,neutral or dissatisfied
29144,9333,Male,Loyal Customer,32,Personal Travel,Eco Plus,419,1,4,1,3,5,1,5,5,5,2,4,4,4,5,0,0.0,neutral or dissatisfied
29145,75525,Male,Loyal Customer,48,Business travel,Business,337,3,3,3,3,2,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
29146,104754,Female,Loyal Customer,22,Personal Travel,Eco,1246,4,5,4,2,4,4,5,4,4,5,4,4,4,4,77,83.0,neutral or dissatisfied
29147,84214,Male,Loyal Customer,52,Business travel,Business,3477,5,5,5,5,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
29148,98223,Female,Loyal Customer,61,Personal Travel,Eco Plus,842,0,5,0,3,5,5,5,5,5,0,5,3,5,5,13,17.0,satisfied
29149,604,Male,Loyal Customer,47,Business travel,Business,396,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0,0.0,satisfied
29150,5373,Female,disloyal Customer,8,Business travel,Eco,812,3,4,4,3,4,4,5,4,4,2,4,3,4,4,0,0.0,neutral or dissatisfied
29151,108736,Male,Loyal Customer,41,Business travel,Business,545,4,4,4,4,2,5,5,5,5,5,5,3,5,5,0,1.0,satisfied
29152,22843,Male,Loyal Customer,16,Personal Travel,Eco,147,2,5,0,4,5,0,5,5,5,5,5,5,5,5,18,19.0,neutral or dissatisfied
29153,64102,Female,Loyal Customer,51,Business travel,Business,919,1,1,1,1,2,4,5,4,4,4,4,5,4,4,0,15.0,satisfied
29154,11930,Male,Loyal Customer,28,Personal Travel,Eco Plus,744,2,5,2,4,4,2,4,4,5,5,3,2,1,4,0,0.0,neutral or dissatisfied
29155,59366,Male,Loyal Customer,33,Business travel,Business,2486,3,3,3,3,2,2,2,2,5,5,3,3,5,2,9,0.0,satisfied
29156,118088,Male,Loyal Customer,44,Business travel,Eco,876,3,1,1,1,3,3,3,3,1,2,2,3,5,3,67,56.0,neutral or dissatisfied
29157,119255,Female,Loyal Customer,49,Business travel,Business,2240,4,4,4,4,3,4,5,5,5,5,5,3,5,3,0,13.0,satisfied
29158,78423,Male,Loyal Customer,52,Business travel,Eco Plus,453,4,4,4,4,4,4,4,4,3,1,3,4,3,4,0,0.0,neutral or dissatisfied
29159,18181,Male,Loyal Customer,61,Personal Travel,Business,228,3,5,3,3,2,5,4,4,4,3,4,4,4,4,0,0.0,neutral or dissatisfied
29160,14311,Female,disloyal Customer,25,Business travel,Eco,175,4,3,4,4,2,4,2,2,1,2,2,4,3,2,0,0.0,satisfied
29161,125295,Male,Loyal Customer,49,Business travel,Business,678,3,4,4,4,4,3,3,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
29162,91041,Male,Loyal Customer,35,Personal Travel,Eco,366,2,5,2,2,5,2,1,5,4,4,2,4,1,5,5,18.0,neutral or dissatisfied
29163,37897,Male,Loyal Customer,63,Business travel,Eco,937,3,3,3,3,3,3,3,3,3,4,3,4,3,3,0,0.0,neutral or dissatisfied
29164,52368,Male,Loyal Customer,12,Personal Travel,Eco,451,1,3,1,2,5,1,5,5,2,2,5,4,2,5,0,7.0,neutral or dissatisfied
29165,16879,Male,Loyal Customer,65,Business travel,Eco,746,2,4,1,4,2,2,2,2,4,5,3,1,4,2,0,8.0,neutral or dissatisfied
29166,82182,Female,Loyal Customer,41,Business travel,Business,1927,3,3,3,3,2,4,4,4,4,4,4,5,4,4,0,30.0,satisfied
29167,124388,Male,Loyal Customer,27,Personal Travel,Eco,808,4,1,4,3,5,4,5,5,1,5,3,3,4,5,0,0.0,satisfied
29168,87950,Male,Loyal Customer,38,Personal Travel,Business,240,2,4,2,4,2,4,4,4,4,2,1,3,4,3,0,0.0,neutral or dissatisfied
29169,38868,Male,Loyal Customer,47,Personal Travel,Eco,2300,2,4,2,2,5,2,5,5,3,4,3,4,4,5,0,0.0,neutral or dissatisfied
29170,79978,Male,Loyal Customer,44,Business travel,Business,1790,2,4,4,4,2,2,2,1,4,4,4,2,1,2,267,255.0,neutral or dissatisfied
29171,59756,Male,disloyal Customer,26,Business travel,Business,895,4,3,3,4,4,3,4,4,3,3,4,5,5,4,0,0.0,satisfied
29172,57106,Male,Loyal Customer,39,Business travel,Business,1222,2,2,2,2,3,5,4,3,3,3,3,4,3,5,0,0.0,satisfied
29173,25639,Female,Loyal Customer,40,Personal Travel,Eco,666,2,4,2,3,3,2,5,3,2,5,4,4,3,3,41,40.0,neutral or dissatisfied
29174,8018,Female,Loyal Customer,50,Business travel,Business,2938,4,4,4,4,2,5,4,5,5,5,5,3,5,4,0,0.0,satisfied
29175,28056,Male,Loyal Customer,43,Business travel,Business,2603,1,1,2,1,5,5,5,2,1,5,3,5,2,5,0,0.0,satisfied
29176,22487,Male,Loyal Customer,52,Personal Travel,Eco,238,1,4,1,4,4,1,4,4,3,2,5,5,4,4,0,0.0,neutral or dissatisfied
29177,11528,Female,Loyal Customer,45,Personal Travel,Eco Plus,295,3,4,3,3,2,4,4,3,3,3,3,5,3,3,31,39.0,neutral or dissatisfied
29178,66330,Female,Loyal Customer,35,Business travel,Business,852,4,5,4,4,3,5,4,4,4,4,4,4,4,5,5,3.0,satisfied
29179,91325,Male,disloyal Customer,21,Business travel,Business,270,4,3,4,1,3,4,4,3,5,4,1,4,2,3,0,22.0,satisfied
29180,22668,Female,Loyal Customer,33,Business travel,Business,3413,2,2,2,2,1,4,5,4,4,4,4,1,4,4,57,65.0,satisfied
29181,79028,Male,disloyal Customer,33,Business travel,Business,356,2,2,2,1,1,2,1,1,5,4,5,5,4,1,3,5.0,neutral or dissatisfied
29182,52703,Female,Loyal Customer,25,Business travel,Eco Plus,562,0,4,0,3,4,0,5,4,1,4,3,3,5,4,0,3.0,satisfied
29183,29200,Male,Loyal Customer,21,Personal Travel,Eco Plus,954,3,4,3,1,1,3,1,1,2,5,3,2,1,1,0,0.0,neutral or dissatisfied
29184,107469,Male,Loyal Customer,51,Personal Travel,Eco,1121,2,5,2,3,2,2,2,2,3,4,4,3,4,2,7,0.0,neutral or dissatisfied
29185,95089,Male,Loyal Customer,37,Personal Travel,Eco,192,3,4,3,3,1,3,1,1,4,4,4,3,5,1,0,0.0,neutral or dissatisfied
29186,10059,Male,Loyal Customer,47,Business travel,Business,1745,5,5,5,5,3,5,5,5,5,5,5,5,5,4,11,15.0,satisfied
29187,84828,Female,Loyal Customer,17,Business travel,Business,3567,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21,17.0,neutral or dissatisfied
29188,81213,Male,Loyal Customer,38,Business travel,Eco,1426,3,3,3,3,3,4,3,3,1,4,3,2,2,3,54,32.0,neutral or dissatisfied
29189,8944,Male,Loyal Customer,51,Business travel,Eco,328,3,1,1,1,3,3,3,3,4,5,4,2,4,3,0,0.0,neutral or dissatisfied
29190,101791,Female,disloyal Customer,30,Business travel,Business,1521,2,2,2,3,4,2,4,4,4,2,4,5,5,4,10,0.0,neutral or dissatisfied
29191,82811,Female,Loyal Customer,36,Personal Travel,Eco,235,1,4,0,1,5,0,5,5,3,5,4,5,5,5,0,7.0,neutral or dissatisfied
29192,59090,Female,Loyal Customer,42,Personal Travel,Eco,1723,2,4,2,3,5,5,5,3,3,2,3,3,3,4,32,21.0,neutral or dissatisfied
29193,28038,Female,Loyal Customer,29,Business travel,Business,2537,3,3,3,3,4,3,4,4,1,2,5,5,4,4,2,0.0,satisfied
29194,65437,Female,disloyal Customer,14,Business travel,Eco Plus,2165,3,2,3,4,5,3,5,5,4,2,2,3,3,5,0,0.0,neutral or dissatisfied
29195,96710,Male,Loyal Customer,53,Business travel,Business,2368,4,4,4,4,3,4,4,4,4,4,4,5,4,3,0,0.0,satisfied
29196,84433,Female,Loyal Customer,39,Business travel,Business,3284,1,1,1,1,4,4,4,5,5,5,5,5,5,5,0,19.0,satisfied
29197,107004,Female,disloyal Customer,21,Business travel,Eco,972,3,3,3,3,2,3,2,2,5,2,5,4,4,2,6,0.0,neutral or dissatisfied
29198,14174,Female,Loyal Customer,36,Business travel,Eco,692,3,2,2,2,3,3,3,3,2,1,4,4,4,3,0,0.0,neutral or dissatisfied
29199,42384,Male,Loyal Customer,25,Personal Travel,Eco,834,3,4,3,4,5,3,5,5,3,4,4,4,4,5,49,39.0,neutral or dissatisfied
29200,30319,Female,Loyal Customer,41,Business travel,Business,1799,5,5,5,5,4,2,1,5,5,5,5,4,5,4,95,88.0,satisfied
29201,70873,Female,Loyal Customer,29,Personal Travel,Eco,761,3,5,3,3,4,3,4,4,4,4,5,4,4,4,0,0.0,neutral or dissatisfied
29202,26008,Female,disloyal Customer,34,Business travel,Eco,425,4,1,3,1,4,3,4,4,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
29203,127903,Male,disloyal Customer,25,Business travel,Eco,171,3,1,3,2,4,3,4,4,3,4,1,3,2,4,0,0.0,neutral or dissatisfied
29204,16862,Male,Loyal Customer,23,Business travel,Business,3573,5,5,5,5,4,4,4,4,3,1,2,3,1,4,3,0.0,satisfied
29205,107905,Male,Loyal Customer,54,Business travel,Business,2940,3,3,3,3,5,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
29206,26194,Female,Loyal Customer,38,Business travel,Business,2367,2,3,3,3,2,3,3,2,2,3,2,2,2,3,22,12.0,neutral or dissatisfied
29207,117475,Male,Loyal Customer,44,Business travel,Business,507,4,4,4,4,4,5,5,5,5,5,5,5,5,4,22,41.0,satisfied
29208,80856,Male,Loyal Customer,64,Personal Travel,Eco,484,0,3,0,4,4,0,4,4,4,3,2,4,4,4,0,0.0,satisfied
29209,69727,Female,Loyal Customer,60,Personal Travel,Eco,1372,4,5,5,2,3,4,4,3,3,5,3,3,3,3,0,0.0,neutral or dissatisfied
29210,112067,Male,Loyal Customer,25,Personal Travel,Business,1491,4,4,4,4,3,4,1,3,4,2,4,4,4,3,22,21.0,neutral or dissatisfied
29211,78194,Male,Loyal Customer,42,Business travel,Eco,259,1,1,3,1,1,1,1,1,4,5,2,3,2,1,0,0.0,neutral or dissatisfied
29212,70814,Female,Loyal Customer,31,Business travel,Business,624,2,2,2,2,2,2,2,2,2,5,3,1,4,2,0,0.0,neutral or dissatisfied
29213,83443,Female,Loyal Customer,32,Personal Travel,Eco,752,4,4,4,3,1,4,1,1,5,3,5,4,4,1,0,0.0,satisfied
29214,74717,Female,Loyal Customer,44,Personal Travel,Eco,1235,1,2,1,2,2,2,3,1,1,1,1,1,1,3,0,0.0,neutral or dissatisfied
29215,103916,Female,Loyal Customer,52,Business travel,Business,533,3,3,3,3,5,5,4,5,5,5,5,3,5,4,7,3.0,satisfied
29216,11520,Female,Loyal Customer,33,Personal Travel,Eco Plus,667,3,5,3,1,1,3,1,1,5,4,4,3,4,1,47,53.0,neutral or dissatisfied
29217,55292,Male,Loyal Customer,32,Personal Travel,Eco,1608,3,5,4,3,3,4,3,3,5,4,5,3,4,3,8,4.0,neutral or dissatisfied
29218,72208,Male,Loyal Customer,15,Personal Travel,Eco,2724,4,4,4,2,4,4,4,4,5,3,4,4,3,4,0,0.0,satisfied
29219,19048,Male,disloyal Customer,20,Business travel,Eco,304,3,2,3,3,2,3,2,2,2,3,3,4,2,2,91,119.0,neutral or dissatisfied
29220,95938,Male,Loyal Customer,39,Business travel,Business,1411,1,1,1,1,4,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
29221,6677,Female,Loyal Customer,61,Business travel,Business,403,4,4,4,4,3,5,4,5,5,4,5,5,5,3,0,16.0,satisfied
29222,122948,Male,Loyal Customer,25,Business travel,Business,2307,3,3,3,3,5,5,5,5,3,5,4,4,4,5,27,26.0,satisfied
29223,86878,Male,Loyal Customer,34,Business travel,Eco Plus,484,4,2,2,2,4,4,4,4,5,4,5,1,5,4,0,0.0,satisfied
29224,19626,Female,Loyal Customer,29,Business travel,Business,2118,3,3,2,3,5,5,5,1,2,2,5,5,5,5,158,164.0,satisfied
29225,45112,Male,disloyal Customer,80,Business travel,Eco,157,1,1,1,2,1,4,4,3,1,2,2,4,1,4,144,130.0,neutral or dissatisfied
29226,106394,Male,Loyal Customer,22,Business travel,Business,551,1,3,3,3,1,1,1,1,3,5,4,2,4,1,6,5.0,neutral or dissatisfied
29227,75809,Female,disloyal Customer,25,Business travel,Business,813,3,0,3,1,1,3,1,1,5,5,5,4,4,1,0,0.0,neutral or dissatisfied
29228,124318,Female,Loyal Customer,20,Personal Travel,Eco,255,4,3,0,3,3,0,3,3,5,4,4,2,1,3,0,0.0,neutral or dissatisfied
29229,96823,Male,Loyal Customer,52,Business travel,Business,849,2,2,2,2,4,4,4,4,4,4,4,5,4,5,0,6.0,satisfied
29230,20619,Male,Loyal Customer,48,Personal Travel,Eco,864,2,5,2,1,1,2,2,1,4,4,4,4,5,1,40,62.0,neutral or dissatisfied
29231,106891,Male,Loyal Customer,10,Personal Travel,Eco,577,2,4,2,4,4,2,4,4,5,3,5,4,5,4,43,34.0,neutral or dissatisfied
29232,123894,Male,Loyal Customer,23,Personal Travel,Eco,544,3,1,3,4,5,3,5,5,3,4,3,4,3,5,0,0.0,neutral or dissatisfied
29233,121864,Male,disloyal Customer,45,Business travel,Eco,449,3,2,3,2,2,3,2,2,4,3,2,3,2,2,64,52.0,neutral or dissatisfied
29234,9951,Male,disloyal Customer,17,Business travel,Eco,457,2,3,2,3,4,2,4,4,1,5,3,2,3,4,112,113.0,neutral or dissatisfied
29235,90737,Female,Loyal Customer,59,Business travel,Business,404,3,3,3,3,4,4,4,3,3,4,3,5,3,4,0,0.0,satisfied
29236,42028,Female,Loyal Customer,42,Business travel,Business,106,4,4,4,4,4,2,5,5,5,5,4,1,5,4,0,0.0,satisfied
29237,80166,Female,Loyal Customer,29,Business travel,Business,2446,2,3,2,2,4,4,4,4,5,5,5,4,4,4,0,0.0,satisfied
29238,103787,Female,Loyal Customer,45,Business travel,Business,1056,5,5,5,5,2,5,4,5,5,5,5,4,5,5,38,37.0,satisfied
29239,84842,Male,disloyal Customer,29,Business travel,Eco,516,3,1,3,4,1,3,1,1,1,5,3,3,4,1,0,0.0,neutral or dissatisfied
29240,53714,Female,Loyal Customer,29,Personal Travel,Eco,1208,2,1,2,2,2,2,2,2,4,1,2,4,2,2,7,3.0,neutral or dissatisfied
29241,2375,Female,disloyal Customer,16,Business travel,Eco,604,4,3,3,4,2,3,2,2,1,1,3,4,3,2,0,0.0,neutral or dissatisfied
29242,81264,Female,disloyal Customer,29,Business travel,Business,1020,3,3,3,3,4,3,4,4,5,5,5,4,4,4,0,0.0,neutral or dissatisfied
29243,11624,Female,Loyal Customer,28,Personal Travel,Eco,468,4,5,4,4,4,4,5,4,5,4,2,3,2,4,0,0.0,satisfied
29244,56428,Female,Loyal Customer,37,Business travel,Business,1500,2,2,2,2,3,4,4,2,2,2,2,3,2,5,6,0.0,satisfied
29245,61914,Female,Loyal Customer,43,Business travel,Business,2940,1,1,1,1,3,5,5,5,5,5,5,5,5,5,13,3.0,satisfied
29246,45711,Female,Loyal Customer,39,Business travel,Business,3879,1,1,2,1,2,5,5,5,5,5,5,2,5,2,0,0.0,satisfied
29247,110307,Male,Loyal Customer,49,Business travel,Business,2600,5,5,5,5,2,5,5,2,2,2,2,4,2,5,9,1.0,satisfied
29248,63924,Male,Loyal Customer,59,Personal Travel,Eco,1172,3,4,3,2,2,3,2,2,4,5,5,3,4,2,0,8.0,neutral or dissatisfied
29249,53187,Male,Loyal Customer,43,Business travel,Business,2732,2,2,2,2,5,2,1,4,4,4,4,5,4,2,12,2.0,satisfied
29250,62380,Male,disloyal Customer,11,Business travel,Eco,1210,2,2,2,4,4,2,4,4,3,3,2,3,4,4,91,61.0,neutral or dissatisfied
29251,74858,Female,Loyal Customer,56,Business travel,Business,1995,2,2,2,2,5,4,4,5,5,5,5,4,5,5,0,14.0,satisfied
29252,54546,Female,Loyal Customer,8,Personal Travel,Eco,925,4,4,4,3,3,4,4,3,5,5,5,3,1,3,0,0.0,neutral or dissatisfied
29253,123952,Female,Loyal Customer,17,Business travel,Eco Plus,646,2,3,3,3,2,2,4,2,4,1,3,4,4,2,0,2.0,neutral or dissatisfied
29254,80014,Female,Loyal Customer,59,Personal Travel,Eco,944,2,4,3,2,5,5,4,4,4,3,4,2,4,1,3,0.0,neutral or dissatisfied
29255,68077,Male,disloyal Customer,36,Business travel,Eco,868,2,2,2,3,2,2,1,2,2,3,4,3,3,2,0,2.0,neutral or dissatisfied
29256,114211,Female,Loyal Customer,48,Business travel,Business,853,3,3,3,3,2,4,5,1,1,2,1,3,1,3,0,0.0,satisfied
29257,52402,Female,Loyal Customer,41,Personal Travel,Eco,425,4,1,4,4,2,4,3,2,2,4,3,1,4,2,0,0.0,neutral or dissatisfied
29258,123282,Male,Loyal Customer,55,Personal Travel,Eco,468,1,4,1,3,4,1,3,4,5,4,4,5,4,4,9,14.0,neutral or dissatisfied
29259,14529,Female,Loyal Customer,43,Business travel,Business,2150,3,5,3,3,3,2,1,5,5,5,5,1,5,5,25,15.0,satisfied
29260,66894,Female,disloyal Customer,29,Business travel,Business,918,4,4,4,3,4,4,4,4,4,1,2,2,2,4,0,0.0,neutral or dissatisfied
29261,112863,Male,Loyal Customer,52,Business travel,Business,1242,1,1,1,1,3,5,4,5,5,5,5,5,5,5,5,0.0,satisfied
29262,73140,Female,Loyal Customer,29,Personal Travel,Eco,1068,4,5,4,1,5,4,5,5,3,2,4,4,4,5,40,44.0,neutral or dissatisfied
29263,114527,Male,Loyal Customer,7,Personal Travel,Business,342,4,4,4,3,4,4,4,4,5,5,5,3,5,4,3,0.0,neutral or dissatisfied
29264,1781,Female,disloyal Customer,42,Business travel,Business,408,5,5,5,2,5,1,1,3,5,4,4,1,3,1,184,217.0,satisfied
29265,101212,Female,Loyal Customer,32,Personal Travel,Eco,1069,4,5,4,1,2,4,2,2,3,5,4,3,4,2,0,0.0,neutral or dissatisfied
29266,126433,Female,Loyal Customer,34,Personal Travel,Eco Plus,600,2,3,2,2,5,2,4,5,3,4,2,4,2,5,0,0.0,neutral or dissatisfied
29267,28599,Male,Loyal Customer,48,Business travel,Business,1845,4,4,4,4,4,5,5,5,5,4,5,5,5,3,0,0.0,satisfied
29268,59087,Female,Loyal Customer,76,Business travel,Eco,346,5,3,3,3,1,2,2,5,5,5,5,3,5,1,0,0.0,satisfied
